spends_0,spends_1,spends_2,purchases_0,purchases_1,purchases_2,cltv
556.38,0.0,0.0,1.0,0.0,0.0,556.38
487.905,0.0,0.0,1.0,0.0,0.0,1522.29
1471.965,0.0,2129.358,1.0,0.0,1.0,3601.3230000000003
1300.662,0.0,0.0,1.0,0.0,0.0,1300.662
2674.848,0.0,0.0,1.0,0.0,0.0,2674.848
1127.61,0.0,0.0,1.0,0.0,0.0,1127.61
1276.902,0.0,0.0,1.0,0.0,0.0,1276.902
3352.239,0.0,1264.824,1.0,0.0,1.0,4617.063
1596.045,0.0,1287.297,1.0,0.0,1.0,2883.342
1670.427,0.0,0.0,1.0,0.0,0.0,1670.427
5168.46,1538.46,1964.49,4.0,1.0,1.0,20277.609
729.927,0.0,0.0,1.0,0.0,0.0,729.927
603.9,400.125,0.0,1.0,1.0,0.0,1004.025
4129.884,0.0,1604.592,1.0,0.0,1.0,5734.476000000001
1294.722,0.0,0.0,1.0,0.0,0.0,2574.132
1774.377,0.0,0.0,2.0,0.0,0.0,1774.377
448.404,0.0,0.0,1.0,0.0,0.0,448.404
426.36,0.0,0.0,1.0,0.0,0.0,1198.7910000000002
476.355,516.78,0.0,1.0,1.0,0.0,993.135
857.076,0.0,0.0,1.0,0.0,0.0,857.076
1184.37,0.0,0.0,1.0,0.0,0.0,1184.37
3094.08,498.96,1189.98,2.0,1.0,1.0,5560.83
735.867,0.0,0.0,1.0,0.0,0.0,735.867
2425.335,0.0,2316.699,1.0,0.0,2.0,4742.034
297.0,0.0,0.0,1.0,0.0,0.0,947.4300000000001
3977.985,1775.367,0.0,2.0,1.0,0.0,10817.268
1454.739,0.0,1128.93,1.0,0.0,1.0,2583.669
1531.035,0.0,0.0,1.0,0.0,0.0,1531.035
1063.59,1003.266,0.0,1.0,1.0,0.0,4617.228
606.012,0.0,0.0,1.0,0.0,0.0,606.012
559.548,146.355,0.0,2.0,1.0,0.0,1281.621
5862.912,11706.09,7229.838,2.0,3.0,4.0,63589.218
1073.952,1199.088,0.0,1.0,1.0,0.0,2273.04
617.628,0.0,0.0,1.0,0.0,0.0,617.628
2821.467,0.0,0.0,2.0,0.0,0.0,2821.467
448.14,0.0,0.0,2.0,0.0,0.0,448.14
816.552,0.0,0.0,1.0,0.0,0.0,816.552
393.723,0.0,0.0,1.0,0.0,0.0,393.723
693.792,0.0,0.0,1.0,0.0,0.0,1324.29
3886.8720000000003,0.0,0.0,1.0,0.0,0.0,3886.8720000000003
1400.817,0.0,0.0,1.0,0.0,0.0,2788.6980000000003
503.41499999999996,832.26,0.0,2.0,2.0,0.0,1791.735
999.9,0.0,812.46,1.0,0.0,1.0,3032.766
415.338,0.0,368.28,1.0,0.0,1.0,783.6179999999999
1048.08,0.0,0.0,1.0,0.0,0.0,1048.08
1441.0439999999999,0.0,0.0,1.0,0.0,0.0,1441.0439999999999
1570.404,837.705,0.0,1.0,3.0,0.0,2408.109
2055.57,0.0,1584.858,2.0,0.0,2.0,3640.428
1177.2749999999999,0.0,0.0,1.0,0.0,0.0,1177.2749999999999
3190.539,0.0,0.0,1.0,0.0,0.0,9555.843
440.055,0.0,0.0,1.0,0.0,0.0,440.055
3308.316,1076.988,0.0,3.0,1.0,0.0,9009.891
2584.263,1608.585,0.0,1.0,1.0,0.0,5593.434
4466.253,0.0,0.0,1.0,0.0,0.0,8922.705
1015.806,0.0,0.0,1.0,0.0,0.0,1015.806
1397.616,0.0,1636.965,1.0,0.0,1.0,3034.581
1847.505,0.0,1528.23,1.0,0.0,2.0,3375.735
519.255,0.0,0.0,1.0,0.0,0.0,2524.5
1089.264,0.0,0.0,2.0,0.0,0.0,1089.264
1185.756,1089.66,2184.864,2.0,1.0,2.0,6652.47
2010.261,1932.15,1025.64,2.0,2.0,1.0,6026.955
584.265,286.11,134.64000000000001,2.0,2.0,1.0,1005.015
881.694,0.0,0.0,1.0,0.0,0.0,881.694
1327.7549999999999,1027.29,0.0,3.0,1.0,0.0,2355.045
1188.0,0.0,0.0,1.0,0.0,0.0,1188.0
3732.3,295.02,0.0,1.0,1.0,0.0,4027.32
28.05,0.0,0.0,1.0,0.0,0.0,28.05
751.245,0.0,0.0,1.0,0.0,0.0,751.245
1028.445,0.0,0.0,1.0,0.0,0.0,2564.166
1374.6480000000001,0.0,0.0,1.0,0.0,0.0,1374.6480000000001
1016.136,0.0,0.0,1.0,0.0,0.0,1016.136
483.912,0.0,409.695,2.0,0.0,1.0,893.607
3319.602,0.0,0.0,1.0,0.0,0.0,3319.602
1223.574,535.92,0.0,2.0,1.0,0.0,2884.398
373.89,0.0,0.0,1.0,0.0,0.0,373.89
1165.23,0.0,1003.3649999999999,1.0,0.0,1.0,2168.595
542.025,0.0,0.0,1.0,0.0,0.0,542.025
716.76,0.0,0.0,1.0,0.0,0.0,716.76
1111.968,0.0,0.0,1.0,0.0,0.0,1111.968
1165.527,0.0,0.0,1.0,0.0,0.0,1165.527
424.644,839.982,677.919,2.0,1.0,1.0,5043.192
367.55400000000003,0.0,0.0,2.0,0.0,0.0,367.55400000000003
3097.875,0.0,0.0,3.0,0.0,0.0,3097.875
545.985,0.0,0.0,1.0,0.0,0.0,3799.1580000000004
251.85600000000002,0.0,0.0,1.0,0.0,0.0,251.85600000000002
345.774,0.0,0.0,1.0,0.0,0.0,345.774
1018.2149999999999,0.0,0.0,1.0,0.0,0.0,1018.2149999999999
370.42499999999995,0.0,0.0,1.0,0.0,0.0,370.42499999999995
2543.145,1710.423,0.0,1.0,1.0,0.0,4253.568
2376.726,1393.5240000000001,0.0,1.0,2.0,0.0,3770.25
765.633,550.044,1045.737,1.0,1.0,1.0,5720.385
850.872,442.035,0.0,1.0,1.0,0.0,1292.907
2448.864,0.0,1253.142,2.0,0.0,1.0,6284.9490000000005
1025.805,0.0,0.0,1.0,0.0,0.0,1025.805
1157.244,2075.766,2127.675,1.0,2.0,1.0,6825.389999999999
1006.17,0.0,0.0,1.0,0.0,0.0,1006.17
1064.415,0.0,0.0,1.0,0.0,0.0,1064.415
4178.559,0.0,0.0,1.0,0.0,0.0,4178.559
2064.4139999999998,0.0,1053.657,2.0,0.0,1.0,3118.071
1298.814,534.666,0.0,2.0,1.0,0.0,1833.48
890.01,0.0,931.293,1.0,0.0,1.0,1821.3029999999999
1253.01,625.35,0.0,1.0,1.0,0.0,1878.3600000000001
447.975,0.0,0.0,1.0,0.0,0.0,447.975
1336.5,0.0,0.0,1.0,0.0,0.0,1336.5
1365.144,0.0,1090.683,1.0,0.0,1.0,5604.522
618.75,0.0,0.0,1.0,0.0,0.0,618.75
1867.041,0.0,0.0,2.0,0.0,0.0,1867.041
653.202,456.027,0.0,1.0,1.0,0.0,1109.229
366.79499999999996,0.0,0.0,1.0,0.0,0.0,719.895
302.93999999999994,1089.0,2037.42,1.0,1.0,1.0,8928.216
1261.491,0.0,0.0,1.0,0.0,0.0,2697.9809999999998
946.9350000000001,0.0,0.0,1.0,0.0,0.0,946.9350000000001
1037.685,0.0,0.0,1.0,0.0,0.0,1037.685
692.5049999999999,0.0,911.1959999999999,1.0,0.0,1.0,1603.7009999999998
2456.289,0.0,0.0,1.0,0.0,0.0,2456.289
1094.28,0.0,0.0,1.0,0.0,0.0,2023.7579999999998
3634.29,2623.995,2557.83,2.0,2.0,2.0,11383.383
30.36,0.0,0.0,1.0,0.0,0.0,30.36
402.93,0.0,0.0,1.0,0.0,0.0,590.568
379.005,0.0,0.0,1.0,0.0,0.0,379.005
905.652,0.0,724.416,1.0,0.0,1.0,1630.0680000000002
366.003,0.0,0.0,1.0,0.0,0.0,760.518
1118.535,0.0,0.0,1.0,0.0,0.0,1118.535
4334.352,2967.327,0.0,1.0,1.0,0.0,7301.679
2768.04,502.161,4524.168,2.0,1.0,2.0,7794.369
530.3430000000001,0.0,0.0,2.0,0.0,0.0,530.3430000000001
2429.724,1748.703,1484.934,1.0,1.0,1.0,5663.361
806.85,0.0,0.0,1.0,0.0,0.0,806.85
656.04,209.286,0.0,1.0,1.0,0.0,1317.393
1203.8400000000001,0.0,0.0,1.0,0.0,0.0,1203.8400000000001
409.53,0.0,0.0,1.0,0.0,0.0,409.53
959.937,0.0,0.0,1.0,0.0,0.0,959.937
1430.5500000000002,0.0,0.0,1.0,0.0,0.0,1430.5500000000002
680.229,0.0,0.0,1.0,0.0,0.0,680.229
7134.1050000000005,0.0,0.0,4.0,0.0,0.0,7134.1050000000005
2372.205,1393.92,0.0,2.0,1.0,0.0,7455.162
1576.08,0.0,0.0,1.0,0.0,0.0,1576.08
3060.123,0.0,3440.943,3.0,0.0,1.0,6501.066000000001
362.835,0.0,0.0,1.0,0.0,0.0,362.835
9108.033,2171.565,0.0,6.0,1.0,0.0,11950.818
2835.03,0.0,0.0,1.0,0.0,0.0,2835.03
1887.039,1051.05,786.06,2.0,1.0,1.0,5832.981
617.1659999999999,0.0,969.936,1.0,0.0,1.0,1587.1019999999999
790.317,0.0,0.0,1.0,0.0,0.0,790.317
828.63,0.0,0.0,1.0,0.0,0.0,828.63
249.744,0.0,0.0,1.0,0.0,0.0,249.744
1017.324,0.0,0.0,1.0,0.0,0.0,1017.324
1019.04,0.0,0.0,1.0,0.0,0.0,2106.192
4387.746,0.0,0.0,5.0,0.0,0.0,9551.025000000001
1021.6800000000001,0.0,0.0,1.0,0.0,0.0,1021.6800000000001
1602.909,0.0,0.0,1.0,0.0,0.0,4498.197
2504.37,0.0,0.0,1.0,0.0,0.0,2504.37
1002.672,1019.766,0.0,1.0,1.0,0.0,3499.881
1193.61,0.0,0.0,1.0,0.0,0.0,1193.61
1118.634,0.0,0.0,1.0,0.0,0.0,1118.634
322.40999999999997,0.0,0.0,2.0,0.0,0.0,322.40999999999997
2098.965,954.393,1914.33,2.0,1.0,2.0,4967.688
2849.187,0.0,0.0,1.0,0.0,0.0,5769.456
692.967,0.0,0.0,1.0,0.0,0.0,692.967
2088.2400000000002,0.0,0.0,1.0,0.0,0.0,2088.2400000000002
523.314,603.9,0.0,1.0,1.0,0.0,1629.969
2.805,0.0,0.0,1.0,0.0,0.0,1036.563
1323.3,402.43500000000006,0.0,1.0,1.0,0.0,2340.591
366.201,0.0,0.0,1.0,0.0,0.0,366.201
828.366,0.0,0.0,2.0,0.0,0.0,828.366
1824.075,1411.806,587.895,2.0,3.0,1.0,7612.968000000001
810.909,0.0,0.0,1.0,0.0,0.0,810.909
2609.31,461.835,0.0,1.0,1.0,0.0,3071.145
805.827,2702.304,1225.521,1.0,2.0,1.0,6672.402
610.665,0.0,0.0,1.0,0.0,0.0,610.665
6978.543,0.0,4399.889999999999,1.0,0.0,2.0,11378.432999999999
711.414,0.0,940.4010000000001,1.0,0.0,1.0,1651.815
1026.927,0.0,0.0,1.0,0.0,0.0,1999.536
1411.74,43.23,99.264,3.0,2.0,3.0,2674.815
1052.205,367.455,0.0,1.0,1.0,0.0,7796.052
193.017,0.0,0.0,1.0,0.0,0.0,193.017
1266.969,0.0,1426.557,1.0,0.0,1.0,2693.526
485.397,0.0,0.0,1.0,0.0,0.0,485.397
1075.8,0.0,0.0,1.0,0.0,0.0,1075.8
509.553,0.0,0.0,1.0,0.0,0.0,509.553
1643.928,0.0,0.0,1.0,0.0,0.0,2747.1180000000004
1705.935,3506.151,0.0,1.0,2.0,0.0,11245.971
427.18499999999995,0.0,0.0,1.0,0.0,0.0,427.18499999999995
107.745,0.0,0.0,1.0,0.0,0.0,107.745
2367.618,0.0,1710.72,2.0,0.0,1.0,6041.772
465.3,381.38100000000003,0.0,1.0,1.0,0.0,1436.5230000000001
279.576,0.0,0.0,1.0,0.0,0.0,279.576
1062.27,0.0,0.0,1.0,0.0,0.0,1062.27
413.15999999999997,0.0,0.0,1.0,0.0,0.0,413.15999999999997
1028.973,0.0,0.0,1.0,0.0,0.0,1028.973
454.245,1462.395,0.0,1.0,3.0,0.0,2570.04
1822.3919999999998,3741.507,5321.646,1.0,3.0,3.0,25488.309
989.406,0.0,0.0,1.0,0.0,0.0,989.406
308.05499999999995,0.0,0.0,2.0,0.0,0.0,308.05499999999995
1230.801,5953.002,2184.0389999999998,1.0,3.0,2.0,23615.328
1534.83,971.487,496.32,2.0,2.0,1.0,3002.6369999999997
468.138,0.0,0.0,1.0,0.0,0.0,468.138
1217.733,0.0,0.0,1.0,0.0,0.0,1217.733
1042.998,0.0,1954.953,1.0,0.0,1.0,2997.951
809.424,0.0,0.0,1.0,0.0,0.0,809.424
362.406,765.303,712.965,1.0,1.0,1.0,3867.798
427.581,0.0,1564.926,1.0,0.0,2.0,2624.127
1038.18,0.0,813.615,1.0,0.0,1.0,1851.795
1942.611,0.0,0.0,1.0,0.0,0.0,1942.611
1182.06,0.0,0.0,1.0,0.0,0.0,1182.06
868.725,0.0,684.222,1.0,0.0,1.0,1994.421
7740.051,5766.024,3094.872,6.0,9.0,7.0,44314.083
1083.555,0.0,0.0,2.0,0.0,0.0,1083.555
2011.152,3180.54,3383.556,2.0,3.0,3.0,16452.282
2888.787,0.0,0.0,2.0,0.0,0.0,2888.787
1655.577,2162.4900000000002,1708.905,1.0,2.0,2.0,9099.684000000001
5656.332,0.0,0.0,1.0,0.0,0.0,9206.505000000001
994.884,992.607,0.0,1.0,1.0,0.0,1987.491
348.876,475.596,0.0,1.0,1.0,0.0,824.472
767.6460000000001,0.0,33.0,1.0,0.0,1.0,800.6460000000001
459.195,0.0,0.0,1.0,0.0,0.0,459.195
2235.222,1079.496,242.55,4.0,3.0,1.0,16475.381999999998
5691.807,0.0,2344.023,4.0,0.0,1.0,17232.468
1673.595,697.455,500.115,2.0,1.0,1.0,3833.94
2316.93,2922.216,0.0,1.0,1.0,0.0,5239.146
116.82,0.0,0.0,1.0,0.0,0.0,116.82
1596.21,0.0,0.0,1.0,0.0,0.0,1596.21
2110.119,0.0,0.0,2.0,0.0,0.0,5143.644
427.317,0.0,0.0,1.0,0.0,0.0,427.317
1232.517,0.0,0.0,1.0,0.0,0.0,1232.517
1849.5510000000002,0.0,0.0,1.0,0.0,0.0,1849.5510000000002
1105.5,0.0,0.0,1.0,0.0,0.0,1105.5
1148.895,0.0,0.0,1.0,0.0,0.0,1148.895
1152.5910000000001,0.0,0.0,1.0,0.0,0.0,1152.5910000000001
261.36,0.0,0.0,1.0,0.0,0.0,261.36
991.1880000000001,0.0,0.0,1.0,0.0,0.0,991.1880000000001
5214.396,0.0,0.0,3.0,0.0,0.0,5214.396
84.15,0.0,0.0,1.0,0.0,0.0,84.15
393.855,0.0,0.0,1.0,0.0,0.0,393.855
630.069,585.255,531.135,2.0,1.0,2.0,3533.706
2237.829,0.0,0.0,2.0,0.0,0.0,2237.829
469.92,0.0,0.0,1.0,0.0,0.0,469.92
668.25,0.0,2975.28,1.0,0.0,1.0,7311.282
790.02,0.0,0.0,1.0,0.0,0.0,790.02
982.278,0.0,0.0,1.0,0.0,0.0,2275.548
647.625,0.0,0.0,3.0,0.0,0.0,647.625
1023.066,999.24,0.0,1.0,1.0,0.0,2022.306
356.532,0.0,0.0,1.0,0.0,0.0,356.532
665.28,0.0,0.0,1.0,0.0,0.0,665.28
1004.025,0.0,0.0,1.0,0.0,0.0,1004.025
1999.8,608.8499999999999,74.745,2.0,1.0,1.0,2683.395
456.324,0.0,0.0,1.0,0.0,0.0,456.324
385.275,0.0,0.0,1.0,0.0,0.0,385.275
7424.505,2421.936,2478.96,2.0,1.0,1.0,12325.401
350.46000000000004,0.0,0.0,1.0,0.0,0.0,350.46000000000004
512.325,1142.262,0.0,2.0,3.0,0.0,1654.587
372.075,0.0,0.0,1.0,0.0,0.0,372.075
1000.032,0.0,0.0,1.0,0.0,0.0,1000.032
413.919,0.0,0.0,1.0,0.0,0.0,413.919
489.093,0.0,0.0,1.0,0.0,0.0,489.093
1168.2,365.211,0.0,2.0,1.0,0.0,1533.411
378.97200000000004,995.9399999999999,0.0,1.0,1.0,0.0,1374.912
1036.53,0.0,0.0,1.0,0.0,0.0,1036.53
1734.81,1188.132,0.0,2.0,1.0,0.0,2922.942
697.95,0.0,0.0,1.0,0.0,0.0,697.95
3026.727,0.0,2165.79,2.0,0.0,1.0,6781.005
1913.901,0.0,0.0,1.0,0.0,0.0,1913.901
1037.289,0.0,0.0,2.0,0.0,0.0,1037.289
6463.842,3472.5899999999997,3353.13,3.0,3.0,4.0,13289.562
1209.351,0.0,0.0,2.0,0.0,0.0,1209.351
1502.424,980.331,1105.929,1.0,2.0,3.0,4803.579
763.29,1772.991,0.0,1.0,1.0,0.0,2536.281
2231.13,0.0,2047.98,1.0,0.0,2.0,5038.4400000000005
378.444,0.0,0.0,1.0,0.0,0.0,378.444
1552.386,0.0,0.0,2.0,0.0,0.0,2544.7290000000003
891.495,0.0,0.0,1.0,0.0,0.0,891.495
520.08,0.0,0.0,1.0,0.0,0.0,3274.821
1419.924,0.0,1190.574,1.0,0.0,1.0,3503.775
368.808,658.3500000000001,0.0,1.0,1.0,0.0,1027.1580000000001
1667.16,0.0,0.0,1.0,0.0,0.0,1667.16
2838.759,2441.439,0.0,1.0,2.0,0.0,9007.086
2483.019,0.0,0.0,1.0,0.0,0.0,2483.019
435.59999999999997,0.0,0.0,1.0,0.0,0.0,435.59999999999997
3109.194,0.0,0.0,1.0,0.0,0.0,5002.041
2207.172,0.0,1023.264,2.0,0.0,1.0,4343.724
410.883,0.0,0.0,1.0,0.0,0.0,979.2749999999999
1206.282,0.0,838.827,2.0,0.0,1.0,3965.973
2844.468,0.0,0.0,2.0,0.0,0.0,2844.468
3235.782,0.0,0.0,2.0,0.0,0.0,3235.782
3513.312,1609.41,1368.8400000000001,3.0,1.0,2.0,8060.811000000001
2187.57,0.0,0.0,1.0,0.0,0.0,2187.57
658.845,0.0,0.0,1.0,0.0,0.0,658.845
446.589,0.0,0.0,1.0,0.0,0.0,446.589
570.141,0.0,0.0,1.0,0.0,0.0,570.141
1485.198,1498.464,0.0,1.0,1.0,0.0,4861.659
2761.407,0.0,0.0,1.0,0.0,0.0,2761.407
2247.432,0.0,0.0,3.0,0.0,0.0,2247.432
489.555,0.0,365.145,1.0,0.0,1.0,854.7
983.202,0.0,0.0,1.0,0.0,0.0,983.202
2573.043,0.0,0.0,3.0,0.0,0.0,4138.002
633.402,0.0,0.0,1.0,0.0,0.0,1192.29
1159.29,0.0,0.0,1.0,0.0,0.0,1159.29
1709.2350000000001,0.0,3168.759,1.0,0.0,2.0,6184.101000000001
663.696,0.0,0.0,1.0,0.0,0.0,663.696
383.625,334.125,371.25,1.0,1.0,1.0,4702.698
2145.33,1187.01,0.0,1.0,1.0,0.0,9862.875
408.507,0.0,0.0,1.0,0.0,0.0,408.507
1181.334,0.0,0.0,1.0,0.0,0.0,1181.334
368.51099999999997,0.0,700.92,1.0,0.0,1.0,1069.431
2863.9049999999997,2489.685,3049.893,2.0,2.0,2.0,16940.748
390.225,0.0,0.0,1.0,0.0,0.0,390.225
816.354,1005.642,0.0,1.0,1.0,0.0,1821.996
3079.956,1122.792,2735.37,1.0,1.0,2.0,9620.688
1926.771,1727.616,0.0,1.0,2.0,0.0,3654.3869999999997
1010.097,0.0,512.127,2.0,0.0,1.0,2062.104
610.1700000000001,472.065,0.0,2.0,2.0,0.0,2998.05
688.413,0.0,0.0,1.0,0.0,0.0,688.413
518.166,0.0,0.0,1.0,0.0,0.0,518.166
2459.985,2212.518,0.0,4.0,3.0,0.0,6359.298000000001
2596.374,1481.5349999999999,0.0,2.0,1.0,0.0,9997.547999999999
1271.589,0.0,0.0,2.0,0.0,0.0,1754.379
97.119,305.91,0.0,1.0,1.0,0.0,589.974
2355.342,2115.927,0.0,2.0,2.0,0.0,4471.269
971.1899999999999,0.0,0.0,1.0,0.0,0.0,971.1899999999999
1790.745,0.0,440.451,2.0,0.0,1.0,2231.196
1081.41,0.0,0.0,1.0,0.0,0.0,1081.41
1015.344,0.0,0.0,1.0,0.0,0.0,4446.255
7642.404,0.0,1743.4560000000001,5.0,0.0,1.0,14691.798
1389.498,0.0,0.0,3.0,0.0,0.0,1389.498
1269.576,1669.734,0.0,1.0,1.0,0.0,4218.389999999999
412.83,0.0,0.0,1.0,0.0,0.0,412.83
1283.37,0.0,0.0,1.0,0.0,0.0,1283.37
337.755,0.0,0.0,1.0,0.0,0.0,337.755
1529.253,0.0,0.0,3.0,0.0,0.0,1529.253
1901.79,1559.745,881.067,3.0,2.0,2.0,7382.924999999999
266.31,0.0,0.0,1.0,0.0,0.0,266.31
194.865,0.0,0.0,1.0,0.0,0.0,194.865
1076.427,0.0,0.0,1.0,0.0,0.0,1076.427
1145.133,1729.134,0.0,1.0,1.0,0.0,18376.38
611.49,0.0,236.11499999999998,2.0,0.0,1.0,1076.295
842.754,0.0,501.27,1.0,0.0,1.0,1901.295
719.169,2131.503,0.0,1.0,1.0,0.0,2850.672
415.866,0.0,0.0,1.0,0.0,0.0,415.866
605.55,1085.865,0.0,1.0,2.0,0.0,1691.415
511.5,1788.93,0.0,1.0,2.0,0.0,2300.4300000000003
1304.028,0.0,4576.077,1.0,0.0,2.0,5880.1050000000005
1102.86,0.0,0.0,1.0,0.0,0.0,1102.86
875.16,0.0,0.0,1.0,0.0,0.0,875.16
1737.1200000000001,0.0,0.0,1.0,0.0,0.0,1737.1200000000001
1402.83,837.375,0.0,1.0,1.0,0.0,3803.283
555.885,0.0,677.424,1.0,0.0,1.0,2310.693
1170.312,0.0,0.0,1.0,0.0,0.0,1170.312
2276.109,0.0,0.0,1.0,0.0,0.0,2276.109
985.05,0.0,0.0,1.0,0.0,0.0,985.05
1570.14,3454.2749999999996,390.39,3.0,1.0,1.0,5414.805
393.69,0.0,0.0,1.0,0.0,0.0,393.69
612.645,0.0,0.0,1.0,0.0,0.0,612.645
335.94,0.0,0.0,1.0,0.0,0.0,335.94
559.251,0.0,0.0,1.0,0.0,0.0,559.251
1262.58,0.0,385.44,5.0,0.0,1.0,2904.198
1439.394,0.0,0.0,1.0,0.0,0.0,1439.394
660.66,0.0,0.0,1.0,0.0,0.0,660.66
896.148,0.0,1755.6,1.0,0.0,1.0,2651.748
1707.915,0.0,0.0,1.0,0.0,0.0,1707.915
857.472,0.0,0.0,1.0,0.0,0.0,857.472
1099.164,0.0,0.0,1.0,0.0,0.0,1099.164
3976.731,0.0,0.0,2.0,0.0,0.0,3976.731
620.928,0.0,0.0,1.0,0.0,0.0,620.928
375.012,319.27500000000003,0.0,1.0,1.0,0.0,2167.803
2729.694,0.0,0.0,1.0,0.0,0.0,2729.694
746.493,0.0,0.0,1.0,0.0,0.0,746.493
784.08,33.263999999999996,522.72,1.0,1.0,1.0,1340.064
560.571,0.0,0.0,1.0,0.0,0.0,560.571
245.586,0.0,421.707,1.0,0.0,1.0,1299.375
341.55,0.0,0.0,1.0,0.0,0.0,341.55
1244.991,0.0,1089.396,1.0,0.0,2.0,2334.3869999999997
932.745,0.0,0.0,1.0,0.0,0.0,932.745
1496.847,727.551,1251.426,2.0,1.0,3.0,3475.824
1050.39,0.0,0.0,1.0,0.0,0.0,1050.39
1527.735,0.0,0.0,1.0,0.0,0.0,1527.735
1292.016,0.0,0.0,1.0,0.0,0.0,1292.016
929.049,0.0,0.0,1.0,0.0,0.0,929.049
666.6,0.0,0.0,1.0,0.0,0.0,666.6
2688.939,678.8100000000001,0.0,1.0,1.0,0.0,3367.749
4334.55,2322.936,0.0,2.0,2.0,0.0,17954.046000000002
679.338,0.0,0.0,1.0,0.0,0.0,679.338
684.75,0.0,0.0,1.0,0.0,0.0,684.75
589.578,0.0,804.276,1.0,0.0,1.0,1393.8539999999998
371.58,0.0,0.0,1.0,0.0,0.0,371.58
697.488,0.0,599.082,1.0,0.0,1.0,1296.5700000000002
1621.026,0.0,649.671,2.0,0.0,1.0,2270.697
1142.13,0.0,0.0,1.0,0.0,0.0,1514.0400000000002
1547.403,0.0,0.0,1.0,0.0,0.0,1547.403
412.83,0.0,0.0,1.0,0.0,0.0,412.83
479.457,0.0,0.0,3.0,0.0,0.0,479.457
468.43499999999995,1212.057,0.0,1.0,1.0,0.0,2553.408
2363.163,0.0,0.0,1.0,0.0,0.0,3063.885
8827.632,2702.238,2233.8360000000002,2.0,1.0,1.0,20658.264
2446.158,0.0,0.0,1.0,0.0,0.0,2446.158
531.201,0.0,0.0,2.0,0.0,0.0,531.201
563.3100000000001,0.0,0.0,1.0,0.0,0.0,1050.39
217.8,0.0,0.0,1.0,0.0,0.0,217.8
339.9,0.0,0.0,1.0,0.0,0.0,339.9
670.23,0.0,0.0,1.0,0.0,0.0,670.23
440.48400000000004,932.58,0.0,1.0,1.0,0.0,2387.8140000000003
2162.688,1564.761,0.0,2.0,1.0,0.0,3727.449
552.387,0.0,0.0,1.0,0.0,0.0,552.387
4261.686,825.1320000000001,977.856,3.0,1.0,1.0,6064.674
6500.439,3824.667,0.0,7.0,3.0,0.0,10325.106
544.5,0.0,0.0,1.0,0.0,0.0,544.5
405.603,0.0,0.0,1.0,0.0,0.0,405.603
605.88,0.0,0.0,1.0,0.0,0.0,605.88
572.187,0.0,0.0,1.0,0.0,0.0,1165.659
901.857,5501.826,592.6800000000001,1.0,5.0,1.0,13721.103
4568.025,0.0,0.0,1.0,0.0,0.0,4568.025
362.34000000000003,0.0,0.0,2.0,0.0,0.0,362.34000000000003
1841.5320000000002,3992.505,0.0,4.0,4.0,0.0,5834.037
58.41,0.0,0.0,1.0,0.0,0.0,58.41
1181.202,0.0,0.0,1.0,0.0,0.0,1181.202
414.645,0.0,0.0,1.0,0.0,0.0,414.645
458.865,0.0,0.0,1.0,0.0,0.0,458.865
366.135,0.0,0.0,1.0,0.0,0.0,366.135
1004.85,0.0,0.0,1.0,0.0,0.0,1004.85
586.08,0.0,0.0,1.0,0.0,0.0,586.08
2947.395,0.0,839.652,2.0,0.0,1.0,3787.047
1138.566,0.0,1336.599,2.0,0.0,1.0,4660.095
810.348,480.15,0.0,1.0,1.0,0.0,1290.498
1239.777,0.0,0.0,1.0,0.0,0.0,1239.777
733.59,1352.802,0.0,1.0,1.0,0.0,7697.184
9870.3,0.0,0.0,5.0,0.0,0.0,9870.3
723.789,0.0,0.0,1.0,0.0,0.0,723.789
555.72,0.0,0.0,1.0,0.0,0.0,555.72
202.323,0.0,0.0,1.0,0.0,0.0,202.323
739.035,0.0,0.0,1.0,0.0,0.0,739.035
920.7,0.0,736.5600000000001,1.0,0.0,1.0,1657.2600000000002
900.306,0.0,0.0,1.0,0.0,0.0,900.306
622.71,0.0,850.0799999999999,1.0,0.0,2.0,1472.79
276.21000000000004,0.0,0.0,1.0,0.0,0.0,502.9200000000001
1259.28,0.0,204.336,1.0,0.0,1.0,4470.576
727.749,0.0,0.0,1.0,0.0,0.0,727.749
389.4,0.0,0.0,1.0,0.0,0.0,389.4
479.325,0.0,0.0,1.0,0.0,0.0,479.325
1377.0900000000001,0.0,1412.565,1.0,0.0,1.0,10068.795
760.947,0.0,971.52,2.0,0.0,2.0,2432.694
1274.526,763.62,3733.8179999999998,2.0,1.0,1.0,12729.288
629.31,0.0,0.0,1.0,0.0,0.0,629.31
585.75,0.0,0.0,1.0,0.0,0.0,585.75
11607.519,0.0,0.0,1.0,0.0,0.0,11607.519
645.5459999999999,0.0,0.0,1.0,0.0,0.0,645.5459999999999
1060.719,0.0,0.0,3.0,0.0,0.0,1060.719
1016.004,0.0,420.354,2.0,0.0,1.0,1436.358
1931.556,0.0,0.0,1.0,0.0,0.0,1931.556
751.014,0.0,0.0,1.0,0.0,0.0,751.014
748.6049999999999,0.0,0.0,1.0,0.0,0.0,748.6049999999999
472.23,0.0,0.0,1.0,0.0,0.0,472.23
7456.482,1651.155,3317.457,1.0,1.0,1.0,12425.094000000001
2759.988,0.0,0.0,2.0,0.0,0.0,2759.988
161.04,0.0,0.0,1.0,0.0,0.0,161.04
